Cost,Name,Source,Description
400CP,Weather Control,X-Men Evolution,"Just like the shamans who used witchcraft to control the weather you 
too have received the ability to control natural forces thanks to a psionic connection to air 
currents, water vapor, and natural electrical energy. In simple terms this means you are able to 
manipulate and control all forms of weather on both a large and small scale usually no bigger 
than a city at the start. You can sustain flight at high speeds in low atmospheres and are 
immune to greater levels of heat and cold without any ill-effects. Modifying the temperature and 
humidity of the environment by controlling the air molecules, controlling all forms of precipitation, 
flash freeze people, forming tornadoes, blizzards, tsunamis, and bringing down lightning are just 
basic skills you’ll manage and with a bit of creativity can come up with much more."
400CP,Animal Morphing,X-Men Movies,"You can take the form of any earth animal, living or extinct. Eventually, you may 
be able to learn to take the form of alien animals, but only things on par with earth animals - you can't 
transform into a dragon or something with superpowers. "
400CP,Energy Blasts,X-Men Movies,"You can now fire energy blasts from one part of your body. Can either be extreme 
heat or concussive blasts. Heat beams can easily cut through solid steel and concussive blasts can punch 
through the same. Order now and you can choose any color for your energy to be! "
400CP,Healing Factor,X-Men Movies,"You heal real fast. In addition to normal healing being sped up, this also means 
you'll be in the prime of your life for centuries and you'll never need to worry about mundane diseases 
or - to a lesser extent - poisons. Pretty much the only way to completely kill you is to destroy nearly all of 
your body, destroy your whole brain, or decapitate you and move your head away from your body. "
400CP,Inorganic Form,X-Men Movies,"You can shift into an inorganic form. Maybe it's steel, maybe it's diamond, maybe 
it's rock, who knows? Whatever the case, it's much more durable than the material would normally be. 
While in this form, you have strength in the 25 ton range, durability enough to ignore being hit with an 
RPG, and essentially limitless stamina. However, it's all or nothing - you can't just transform parts of your 
body. "
400CP,Technopathy,X-Men Movies," You can sense and control technology. Your range is around a mile, but your powers 
work through wifi and over the Internet. No technology is truly safe from you, but more advanced 
systems can stall or even stop you. 
Essentially, a VI or extremely advanced security program can slow you down, an actual, full AI could stop 
you, and something extremly advanced could melt your brain. "
400CP,Teleportation,X-Men Movies,"You can teleport and you can do it fast. Your max range is around 5 miles, but you 
can quickly chain them together to move farther. You'll never be thrown off by teleporting, but other 
people will often puke the first few times they take a ride with you. "
400CP,Astral Shadow,X-Men the Claremont Years,"Any telepath can astrally
project themselves, but most remain tethered to their corporeal body. You, on the other
hand, are capable of existing as a purely astral form, leaving your corporeal existence
behind and surviving in the world of the mind. While in this astral form you cannot affect
the physical world without taking over a host, allowing your mind to overcome and

occupy theirs, but neither will most physical effects affect you; you are a living
manifestation of pure mental energy on the plane of thought. Be warned, though, that
while taking a physical host may allow you to interact with the world, if your host is
killed it will destroy your astral form as well.
Once per jump (or 1 per 10 years in longer jumps) if you are destroyed you may reform
from this astral manifestation. This is neither a comfortable or quick process taking at
least a year, and usually years.
This power alone does not grant you an ability to possess others. You have your original
body for free, and if you leave it you must find your own way back to the physical plane.
To help you, however, if you bought this power at a discount you may also buy
Telepathy and/or Possessive at a discount.
Alternatively you may pay an additional cost of 200 CP (discounted if this was) to gain
Malice’s ability to possess a host by bringing out their emotional shadowside. This can be
resisted, or broken by the strong willed, and you can only possess a single host at a time."
400CP,Cybernetic Body,X-Men the Claremont Years,"Your body has been almost completely replaced with cybernetics. This robotic form grants you super
human speed, durability, endurance, and strength; enough to overcome someone who was
Animalistic and throw them about if your skill in battle was equal, or surpass a
Proudstar in all fields except endurance. You still are not as strong as someone with
Brute Strength and someone made of Organic Steel could rip you limb from limb given
the opportunity. However your cybernetic form makes you particularly receptive to other
attempts to technologically augment your form, easing your attempts to technologically
upgrade yourself. You may import pre-existing CP backed cybernetics, or additional CP
backed cybernetics you obtain later as part of this body.
You may choose to have this power be a mutant power which allows you to somehow
shift between a normal form and that of a cyborg, there’s been weirder, or to be purely
technological in origin. If the latter it will be unaffected by abilities that shut down
mutant powers, or otherwise influence your biologically derived superpowers. Regardless
of which option you choose you may choose to import any man portable items you
purchase here as part of your cybernetic form. If you have bought an Adamantium
Skeleton, for an additional -200 CP (discounted if this was) you may choose to have
this robotic form be armored in adamantium, while this doesn’t make you invincible -
joints and wiring remain vulnerable - you will be very very resistant to harm.
If you bought this power at a discount you may also buy Healing Factor and/or Energy
Blast at a discount."
400CP,Empath,X-Men the Claremont Years,"You now have the ability to understand and manipulate the emotions of others within a certain radius around you.
With but a thought, you can psionically control one emotion (at a time) affecting those
within your range, the degree of manipulation you can cause is also within your control
allowing you to limit your hold over others. For example with anger you can cause others
to be a little ‘ticked off’ or be a hair trigger away from full-blown homicidal rage."
400CP,Gravity Increase,X-Men the Claremont Years,"You are able to increase the effect of gravity on an object or creature. The longer you maintain this power the more strain it
puts upon your body but you are able to geometrically increase the force upon an object
by gravity. Harold Leland, the canon possessor of this ability, was able to cause
Wolverine (already heavy due to his metal skeleton) to break through floors quickly,
cause Colossus to become so heavy he began to sink into the ground, and increase his
weight to the point that even turning human once more did not save him, hold down the
advanced sentinel Nimrod, and decelerate a man launched into the air before
re-accelerating him downwards to hit with the force of a small meteor although the strain
killed him. Most likely as a healthy and fit individual, unlike Leland who was
substantially overweight to the point of heart issues derived from it, you can do more.
Leland was able to with great difficulty extend this power out to a maximum of 4 objects
simultaneously.
For an additional -200 CP (discounted if this was) you may also reverse this effect
making objects lighter, and the pull of gravity upon them less noticeable."
400CP,Illusion Casting,X-Men the Claremont Years,"You are able to project illusions into the minds of others. This can cause them to see, feel, and perceive
something as real even if they know it is an illusion. A strong enough mind can overcome
this power - especially when aware of it - and while possible to project the image into
more than one mind simultaneously it can miss people when doing so. The power of
these illusions is not limitless; someone perceiving a wall might be able to push through
it with strength enough to break through a wall, and it’s better used for making a wall
than something to hit them with as while they may perceive the force it does not create
any actual force."
400CP,Kinetic Charging,X-Men the Claremont Years,"Through skin contact you are able to charge an object causing it to turn (at least some of)
its potential energy into kinetic energy in a large explosion. The larger the object the
more time and energy from you needed to charge it, so you’re unlikely to explode the
Earth with just this power, with objects like playing cards being somewhat weaker than

Energy Blasts, and larger objects like quarterstaffs being a bit stronger; in general if you
charge a larger object you get a larger explosion.
For an additional cost of -200 CP this ability is improved to be able to include more
diverse forms of energization, similar to the Marauder Harpoon’s power, allowing objects
to be charged to paralyze targets, disintegrate living matter, or simply stun targets."
400CP,Miraculous Longshot,X-Men the Claremont Years,"Now with this you’re just plain lucky. Or not. Like the Mojoverse native Longshot, you have the power
of good luck. Events and things just happen to go your way, fly a jetpack through a laser
defense field on your first try, just happen to vault an electric fence where you knock out
the power system of the place you’re breaking into and allow your unpowered and
unskilled companion to walk straight in, and other even more improbable events go in
your favor. This is not necessarily an always active power, you can toggle it off or on as
you desire, and there are two reasons you might want to. The first is that the luck comes
from somewhere for you to be lucky someone else has to be unlucky. This doesn’t
necessarily strike those near you, and in many cases it’s as simple as good luck for you
being bad luck for your opponent. The second is that this luck is reliant on the purity of
your motives. The more pure your motives the luckier you will be, and if you’re selfish
and greedy in your motives using this power may instead bring you misfortune."
400CP,Mirage,X-Men the Claremont Years,"You have the power to project images of the greatest fear of those around you. This image seems real to the individual it’s drawn
from, but to others it will seem to be no more than a half-real illusion. With training and
experience you can project other images, such as their greatest desire or what they love
most, as well as passable illusions of things that you merely wish for people to see - such
as creating the illusion that you are dressed in a manner befitting a high class restaurant -
or images which each individual sees separately as their own greatest fear. This power
also gives you an empathic connection with non-sapient animals, perhaps they’re just
more in touch with their fears and desires. If you bought this power at a discount you may
also take Valkyrie at a discount.
For an additional 200 CP (discounted if this was) you can create a single projection
with physical substance, manifesting it as if it was real. It draws its power from your own
psychic strength, so its durability and power can meet upper limits. You can change this
projection when you desire, and while it must remain a singular concept, it’s possible to
create such things as a car, a bow and arrows, or a swarm of miniature demons.
Separate of the above upgrade, you may pay an additional 100 CP (discounted if this
was) to gain the ability to create arrow/dart like projections of psychic energy which can
disrupt target’s neural pathways by forcing them to relive past trauma, and with time and
effort even physically affect objects with them."
400CP,Organic Steel,X-Men the Claremont Years,"You are able to transmute your skin into living steel. Far stronger than regular steel, you become extremely resistant to harm
and damage in this form, easily as powerful as someone with Brute Strength, and with
increased endurance. While you’ll still be weaker than a Flying Brick by a noticeable
margin, your strength should not be underestimated, and your durability is if anything
more impressive. Be warned that this living steel form does leave you vulnerable to
ferrokinetics and magnetokinetics, though it does come with a great deal of resistance to
other damage; you may not even have a heartbeat, and being heated to white hot and then
covered in several trucks full of liquid nitrogen might lock you in a near dead state but


you could survive it if your powers were somehow deactivated and you were given a
healer’s touch.
For an additional -200 CP (discounted if this was) like Colossus when he was locked
into his iron form your strength is increased; now roughly a match for a Flying Brick’s,
but that is a minor benefit. His living iron form made him disruptive to the magical might
of the Adversary. A trait that has been haphazardly applied in comics since. For you it is
not a haphazard effect; you are now resistant to magic while in your organic steel form
and able to disrupt its effects with your presence. This is not total immunity, it is still
possible for harmful magic to affect you, but it is still enough to create a chance to defeat
a primordial force of multiversal chaos and to make otherwise infallible effects have a
sizeable chance of failure.
If you have bought an Adamantium Skeleton, for an additional -400 CP (discounted if
this was) you may choose to be organic adamantium, applying the durability of
adamantium to your entire body. Not only does this render you nigh immune to physical
harm, you will find your strength increased to approximately the level of a Flying
Brick’s, or closer to the first upgraded level if bought with the previous upgrade to this
ability."
400CP,Phasing,X-Men the Claremont Years,"You possess the ability to phase through physical objects. In this state you are unaffected by gravity, able to move
in three dimensions as if moving up and down stairs. You may extend this intangibility to
clothing and even held objects or individuals. The more mass you make intangible the
more effort is required; similarly the longer you maintain this power the more effort is
required. This intangible phasing state has a special reaction with electronics causing
them to short-circuit when passed through."
400CP,Plague,X-Men the Claremont Years,"You are able to cause extremely devastating diseases with a mere touch; deadly enough to bring down Sabertooth and
cause him to remark that without his healing factor he’d be dead. This power may on
occasion interact oddly with superpowered metabolisms; Beast was infected with this
power and combined with his mutation and the drugs he had been forced to suppress his
mutation he developed increased strength which grew greater with every use at the cost
of locking away more and more of his mental abilities."
400CP,Power Shutdown Field,X-Men the Claremont Years,"You are capable of producing a field that shuts down mutant powers of those
within the range, roughly 10 yards. This shuts down all mutant powers within the area,
sometimes with side-effects depending upon the nature of the affected power, and in
future jumps will do so for any biologically derived ‘superpowers’ not possessed by the
species as a whole."
400CP,Power Shutdown Touch,X-Men the Claremont Years,"You can shut down the paranormal and superhuman powers of others with a touch. This shuts down a target’s
mutant and mutate powers for 1 minute per 1 second of skin contact made while using
this power. In future jumps this will shut down any other biologically derived
‘superpowers’ not possessed by the species as a whole.
Of note, being touched by a mutant with a Power Absorption power or similar ability will
scramble both powers temporarily, turning them both off."
400CP,Visual Telepathy,X-Men the Claremont Years,"Like Artie, or Arthur Maddocks, you possess a unique take on telepathy. Rather cruder than most while
it allows you to make mental links (like normal telepathy), paralyze beings through these
links with intense concentration and difficulty, and to scan minds, it does not seem
capable of implanting thoughts, memories, or any but the crudest manipulations of
others’ (see paralyzing beings). In fact it does not let you directly read minds. Instead you
may project the thoughts of yourself or those whose minds you are scanning, presenting
physical representations of what is being thought. The larger the image the more energy it
takes, and creating an image visible across a city would be your limit, and the more
detailed an image the more difficult as well, but these images can be used to deliver
messages, hide yourself or others, or a variety of other purposes limited by your
cleverness."
400CP,Elemental Kinesis,Young Justice,"Select an element such as fire, electricity, ice, earth, plant,
or darkness. You may produce this element (condensing ice from the air), and/or have
limited control over it (make gigantic plants grow from seeds). This allows you to create
blasts of the element, walls, or other simple objects.

For an additional 200cp, you may control one more element, and combine them to
create a variety of effects.

For an additional 200cp, you are capable of turning into the element you can
manipulate. Similar to what Mist does."
400CP,Telekinesis,Young Justice,"You possess fairly powerful telekinetic powers. Able to create
protective force fields, send telekinetic blasts no weaker than the Energy Blast, hold up
small buildings, move vehicles, move tree-sized pillars, increase your physical strength,
etc. At the start, your telekinesis rivals that of Miss Martian but has the potential to grow.
(Free for Martian)"
400CP,Transmutation,Young Justice,"You can change the state of elements from solid or liquid, into
gas. Although you cannot reverse this process, and it does not work on living tissue.
Meaning you cannot turn a person into gas."
400CP,True Shapeshifting,Young Justice,"You can change your form on a cellular level, completely
altering your physical appearance, including your organic clothing, allowing you to
mimic other people or animals and other creatures. At first, you will not be able to take
on a form of your opposite gender but eventually can master them. Your power is not
restricted to humanoid forms; you can grow several extra arms, grow gills, a mermaid
tail, and much more. The only restriction you have is that you can’t change your mass.
Comes with a free Bio-Suit, capable of changing form with you. Advanced applications
of this power include density shifting, although that could take years for you to learn.
(Free Martian)"
100,Know What I Wish?,Grrlpower,"You have the power to instantly refill any drink or mundane liquid. No magic potions or super-serums. This comes with the side-benefit of replacing your own or others' blood. You cannot refill a large lake, but a village well is likely alright and a gas tank or oil drum is just fine. You cannot use this power to create molten metals or freezing water, nothing too off room temperature.
For an extra 50CP: Remove the above restrictions, super-serums and magic potions are fine, as is a range of temperatures from liquid steel to liquid nitrogen, just remember you need a sample or a flask that once contained them. Still can’t be used for massive amounts."
100,Wasn't There A Movie?,Grrlpower,"You can absorb sonic energy to make yourself temporarily stronger or release it as a wave-attack. 
Consequently, you are immune to harm from sonic powers or weapons. If this sounds incredibly situational, that’s because it is. 
For an extra 50CP because defense alone is kinda sad, you can now emit waves of sonic force. 
Deafening is the easiest use, but by tuning vibrations properly you can shatter steel and concrete."
500 CP,The (Potential) Power of Shazam!,Kingdom Come,"Billy Batson made a deal with a powerful wizard, known as Shazam. You were Shazam’s apprentice, and
learned the secrets of calling on the powers of a god from him. While you learned many magical secrets
from Shazam (And possess considerable magical talent yourself, standing heads and shoulders above
the typical magic user.), Shazam never granted you the powers he gave Billy. However, he did teach you
how to gain them. You start out with two boons from two DC gods or godlike entities like one of The
Endless in your new form. (Permission from said being already granted, somehow.) You may not start out
with contracts to omniscient beings or metaphysical forces like The Presence or The Red. However you
may fill the slots you start out with similar beings Shazam has made a contract with, such as Zeus or
Solomon. You may not start out with a contract with any superhero.
Now you can, in future realms, call upon the powers of a local god or spirit or any other skilled person to
copy their best aspects when you forge a contract with them. If the god or godlike being dies, you lose
this power. You do not lose this power when you leave the world. When you forge a contract with them,
you add their power to a pool you may draw on. This functions as a form of power copying, but you still
need to maintain the connection until you leave the jump, and then you no longer need a connection.
You may only have up to six bound aspects to yourself at a time, and the first letters of the beings’ names
will make up a magic word you can call upon. When you gain access to other beings, you may swap in
and out the powers of other beings from this pool of contracts. You will have no more access to their
power until you swap them back in from the pool.
You may also draw upon this power by shouting this magic word, like Shazam, and transform in a
powerful form that uses these powers. It can manifest in the classic lightning bolt (which can be
weaponized if you shout down the name) or some other elemental display, like spikes of crystal or
obsidian to represent earth or a blast of fire to represent fire. Or flower petals or some other plant display
to represent nature. These will count as magical.
You can grant your contracts to others you have deemed worthy, although they will not be able to pick
and choose powers like you can. You will be the one deciding which gods or entities they derive power
from. Granting parts of or entire contracts to people will make you lose the portion of the contract you
have granted, and granting the entire contract will make you lose them.
You may forge a contract with all-powerful, omniscient beings like The Presence with this power, and
forging a contract with metaphysical forces like The Red is also allowed. However, you may not gain
reality warping abilities with this skill, but gaining any other power is allowed. You will not be any stronger
than an avatar of the metaphysical forces you make a contract with. You may forge a contract with literally
anyone as well."
600,Feral Gene,Marvel Age of Krakoa,"A genetic complex that interacts with the
X-Gene, shaping the mutant’s powers. This power counts as a package bundle of the 100
CP version of Superhuman Senses focused toward smell, the 600 CP version of Healing
Factor, and the Fang and Claw power, the price is reduced for buying them together.
You cannot purchase those powers separately if you purchase this one, though you can
pay the price difference to upgrade individual aspects of it to a higher version. For an
extra 100 CP, you have an adamantium skeleton and the claws to match."
500CP,Flying Brick Package,Generic Super Academy,"You have the classic flying brick powerset of flight, invulnerability, and super strength. 
You also have increased senses, an innate understanding of 3d movement, do not suffer any of 
the typical complications of moving through the air at high speed, and your reflexes are always 
of a sufficient level to make full use of your speed. You tend to have leverage even when you 
really shouldn’t and things tend not to fall apart under their own weight when you pick them up, 
though there might be some superficial damage. 
At Street Tier you can fly at least around a hundred miles an hour, have senses at least 
twenty times superior to a regular human, can bounce small arms fire, small explosives, and 
some lighter heavy weapons and have strength enough to smash through brick walls easily. 
At National Tier you can fly just short of the sound barrier, have senses at least fifty 
times better than a regular human, and can reliably bounce tank shells and high explosives. 
Your strength is sufficient to smash through reinforced steel without noticeably slowing down, 
and you could potentially juggle jumbo jets. 
At Global Tier you are easily supersonic, have senses hundreds of times superior to any 
human, can shrug off small nuclear devices, and your strength is sufficient enough that you 
could pick up an aircraft carrier and throw it at someone. Additionally at this level (or higher) 
your senses can now operate at ranges and in conditions even when they really shouldn’t. 
At Cosmic Tier you could cross from one side of the world to the other in moments, could 
potentially fly to other planets in a reasonable time frame when in space (if you had the means 
to survive in space, of course), have senses many thousands of times superior to regular 
humans, can shatter tectonic plates with your punches and have the durability to take those same sorts of hits in turn."
500CP,Atom Eve,Invincible,"Somehow the government experimented on you as a fetus. 
As a result of this you are now able to innately understand ​everything​ to do with 
chemistry, and the make-up of molecules, while also having the ability to 
transmute matter at will. 

This can come in many forms, everything from generating constructs of energy, 
that could even allow you to fly, all the way to manipulating the atoms of 
non-living matter. You could create a piping hot cheeseburger from a brick, but 
you could not generate a living being or alter one. Hell 
you could generate a mansion and plenty of fine dining 
level food just from detritus around you. You cannot 
control living things, however, as the government that 
created you also implanted mental blocks that prevent 
you from altering them. These blocks do not naturally 
degrade except temporarily during times of extreme 
emotional stress (like if you were dying after having a 
Viltrumite punch a fist sized hole through your 
abdomen and spine) where you will be able to use this 
power on anything for a few seconds at most.  When 
activated they automatically heal you to the prime of 
your health as well as anyone else nearby whom you care deeply about. These 
powers do activate as you die of old age: congrats, you are now physically 
immortal. 

A secondary aspect of this power that is both positive and negative is that as you 
use it results in rapid caloric depletion and the shunting of unused atoms into 
your digestive tract. While this will never be damaging to you, so long as you use 
your powers regularly you will always stay thin and remain unable to put on 
weight past your desired body type no matter what you eat. The secondary and 
less pleasant aspect of this is that if you use your powers ​very​ heavily you will 
need to go to the bathroom several times a day. With practice and mastery you 
may be able to learn to prevent this from occurring. 

Normally you would be unable to use your powers while pregnant as their use 
would put a strain on and potentially kill any foetus that you carry, meaning that if 
you got pregnant you would have to go 9 months without using this power. 

However thanks to the power of jumpchain this issue is no longer there allowing 
you to use this ability anytime without fear of damaging a foetus. 

Energy constructs default to bright pink, but as you are buying your power here 
you can decide what colour they are when you buy this perk.  

A person with this perk would be capable of creating constructs or manipulating 
matter that could block a young Viltrumite, and given years to train might even be 
able to survive against a veteran Viltrumite in combat. While the mental blocks do 
not naturally degrade, you could break them given the appropriate powers or 
tech. If the powers are ever unblocked, then even a Regent level Viltrumite would 
need to fear them as you could easily turn them into literal swiss cheese. For an 
extra ​400 CP​ you can get these powers without the mental blocks, allowing you 
to affect living beings.  "
500CP,Bulletproof,Invincible,"​Almost as fast as Red Rush, as 
strong as Invincible when he first got his powers, with 
durability almost on par with Omni Man himself, you have 
been empowered by esoteric energy in a similar way to the 
hero, Bulletproof. What this actually means is that you can 
fly, you are almost as fast as Red Rush himself, strong 
enough to shatter skyscrapers and break small mountains, 
and are far more durable than a young Viltrumite as well. 
Where a young Viltrumite would be killed by the force it 
takes to shatter a small mountain it would require Mt. 
Everest shattering levels of power to harm you.  "
500CP,Doc Magmanite,Invincible,"You have gained several powers through a mystical 
empowerment. You gain the ability to control and produce potent sonic blasts, 
enough that you could kill a young Viltrumite with some effort or destroy a 
building, as well as increased physical ability to the point that you could match 
the Immortal. Finally you are able to summon 
and control the Magmanites wherever you are. 
These are a race of earthen creatures that can 
be summoned by you to break out of the ground 
while following your every order. 

For an extra 100 cp, your body is elementally 
empowered allowing you to generate huge 
blasts of your chosen element and control it in 
your environment.  
This empowerment results in you taking on an 
elemental empowered form, which you are able 
to toggle on and off at will, with the elemental 
abilities only being 
available to you in your 
empowered form. Your elemental abilities are enough for 
you to slightly wound a veteran Viltrumite or kill a young 
Viltrumite. You may buy multiple elements here for an extra 
100 cp per element.  (All elements must be generally 
natural with no esoteric ones allowed. Earth, Air, Lava, 
Lightning would all be acceptable choices. Magic, Gravity, 
Light, Shadow, Time, Energy, etc… would not). Any additional elements are 
integrated into your elementally empowered form and you can use all elements 
at once."
500CP,Immortal,Invincible,"You my friend have been 
cursed by an extraordinarily powerful being. 
You are immortal, unageing, forever in your 
prime. You may fly, no longer need to breathe 
and have physical abilities at just about half of 
those of a young Viltrumite. You are able to 
destroy buildings and take building destroying 
blows, along with flying at supersonic speeds, 
with the stamina to operate full bore for about 
48 hrs before needing to rest. You are also 
able to survive and fight in a vacuum. The greatest ability you possess however 
is your regeneration. You can heal from anything that damages you, regenerating 
so fast that people can watch it happen in real time. If your heart is plucked from 
your chest it regrows, as would a cut off arm or anything that is similar. The only 
weakness that your regeneration has is that of removing your head from your 
body. Should this occur, you will fall into a coma akin to death until the head is 
touched once more to where it was removed. Should your head be completely 
obliterated it will regrow with no memory or personality loss. The only way to 
truly, and permanently, kill you is to rip you apart atom from atom to the extent 
that there is nothing left to regenerate from. Still, if you are in a state where your 
head has been removed from your body and you are in a coma when a jump 
ends, you will lose the chain as if you had died. "
500CP,Monster Girl,Invincible,"You have been cursed by a Witch of tremendous power. 
Her curse allows you to change into a hulking green monster with tremendous 
strength and durability whenever you wish. Every time you change into your 
monster you regress slightly in age meaning that every transformation causes 
you to get younger, with your monster form increasing 
in strength the younger your natural form is. This 
increase in strength does increase the size of your 
monster form slightly. Thanks to the magic of cp 
however you can turn this age regression off or on as 
desired. If you are physically 18-20 years old your 
monster form would be strong enough to beat a young 
viltrumite to death with durability on par with a veteran 
Viltrumite. If you ever let yourself regress in age to an 
infant your monster form might become powerful 
enough to fight or even defeat a Regent level 
Viltrumite one on one.  While transformed you have 
unlimited stamina. "
500CP,Themiscryan Amazon,Kingdom Come,"Much like Diana Prince, you too are made of clay, created by an Amazon who desired a child. Your
mother had done many great deeds in the name of the Greek Gods, and so they sought to reward her.
The gods breathed life in the sculpted clay body to show their gratitude. You are a literal gift from the
gods, and the envy of your peers growing up (except for Diana, who was always your equal). You have
the boons to match.
You also have her exact same powers and strength. Given how similar you were birthed. You carry
genius level intellect, you may fly (At incredibly high speeds), your healing is accelerated, you have
empathic abilities that enable you to discern someone’s needs and current emotional state. Ending entire
wars between countries is within your abilities of negotiation. A star diplomat, you are Diana Prince’s
equal in almost every way, including when it comes to diplomacy. You also have advanced vision, and
you are trained in the fighting style of the Amazons. You also possess super strength, up to levels that
could threaten even Superman himself.
If you’re a man, you’ll still be given their training. Since you were created by an Amazon, you will be seen
as kin by them for the duration of the jump."
500CP,Elixir,Marvel's Kid Heroes,"You control the biology and genetics of all life you touch, including yourself. You can heal
anything short of death, and occasionally even that, if you get
there quick enough. Your touch can as easily kill as mend."
500CP,Green-Thumb,Marvel's Kid Heroes,"You talk to plants, though only a few reply. You can make huge trees and whipping
vines shoot out of the ground, even in the middle of a desert and
plants obey your every command, though they may need rest after
too much strenuous movement."
500CP,Tarot,Marvel's Kid Heroes,"You can animate the ﬁgures on playing cards, allowing them to rise up, grow and ﬁght as
temporary constructs under your command. Not sure why you’d
use tarot cards when Magic and Pokemon and other CCG games
exist, but I suppose they’re safely public domain."
500CP,Technopath,Marvel's Kid Heroes,"You can mentally control technology at least as sophisticated as an internal combustion
engine over a huge radius, most of a continent. You can mentally
access information from and command computers, and speed-code
faster and better than most AIs. Iron Man better watch out."
500CP,Negativity,Spiderman PS4,"A strange energy was discovered within you as a child, a sort of dark electrical power that appears to
be fueled by the negative emotions of the wielder, enabling many superhuman feats that will grow
in power as your inner darkness does. You have the ability to generate and control this negative
energy from within your own body, drawing on any negative emotion you have as it’s source, such

as guilt or hatred or rage, and the more negativity you have to draw on, the greater you grow.
Boosting your physical abilities is easy, as is launching your negative energy in destructive blasts or
enhancing existing weapons with them. You’re also able to corrupt or attempt to corrupt other
people with your energy, pitting your negative powers against whatever willpower to resist they
may have in their minds. Their failure results in them becoming loyal slaves to you, empowered by
whatever portion of your negative energy you gave out. If you could allow yourself to be consumed
with hate and guilt, you could be moving so fast you practically teleport and blow up entire buildings
with your blasts. Not so healthy for your mind though."
500CP,Masque Maker,X-Men the Claremont Years,"Like the mutant Masque you are able to reshape the flesh of others with your touch. By touching an individual you can begin to
mold and reshape their flesh almost like clay. You can reshape appearances to make
someone look like someone else you have seen with startling accuracy, even without a
photograph or a reference, or you can create more inhuman shapes like prehensile
tentacles or faces without mouths, eyes, or noses. While this power can work on fresh
corpses, it cannot affect yourself. You can revert changes you have made with a single
touch."
500CP,Super Speed,X-Men the Claremont Years,"Like Super Sabre you are
able to move at speeds much greater than human. You can run and act at speeds
surpassing that of sound, possibly even 3 to 5 times its speed. If you have a power that
grants flight this will make your flight speed significantly faster than your ground speed
(at least when at full velocity)."
500CP,Technological Transformation,X-Men the Claremont Years,"You are able to quickly transform nearby technological materials - metal, glass, and plastic - reshaping them into new forms, allowing you to control and transform nearby
technology. The range - as shown by the possessors in this period - is low, one being
limited to touch, the other not much further. Still you can cause these materials to
re-arrange to take on new forms limited by your engineering knowledge and available
materials. Coupled with an intuitive inventing ability (like Forgemaster) this could be
used to rearrange an automated wheelchair into a personal helicopter, or make your own
imitation fantasti-car, without it, you might be able to make on the fly modifications to
your gun quickly changing your load-out to reflect enemies’ powers and target if you
knew the necessary elements of engineering and design.
If you bought this at a discount you may also buy Forgemaster at a discount."
500CP,Vertigo Effect,X-Men the Claremont Years,"You possess a rather focused sort of mental ability; psionic waves of mental disruption. You can scramble the physical senses
of others at a range or in an area. This causes disorientation, nausea, and feelings similar
to vertigo. Those familiar with this effect will find it easier to resist, and those with
training and experience as acrobats or similar as well, but for the unwarned you can
quickly disable a group as the world seems to spin around them and their ability to stand
up straight - much less fight - grows disrupted."
500CP,Bad Luck Manipulation,Young Justice,"You can consciously use the probability fields, to
manipulate bad luck to your advantage. This can allow you to make your enemies trip,
or their weapons malfunction, powers to go out of control, and coupled with magical
training, this power can do far more."
50CP,Miscellaneous,Generic Super Academy,"This power is used to represent minor superhuman abilities, like Spider-Man’s ability to 
wall-crawl or shoot webs, the ability to summon a particular weapon to your hand, the ability to 
see infrared light, to breathe underwater, or something of a similar scale. This power is always 
Street Tier and it can be taken multiple times to represent multiple minor abilities."
50CP,No One Has Pointy Ears!,Grrlpower,"You have really good hearing. Some might call it superhuman. You can get at least a vague idea where people are by how they block ambient sound, and can eavesdrop on a conversation taking place on the other side of a large swimming pool."
50CP,Super Bite Man,Grrlpower,You can shapeshift your jaw and mouth to match that of any member of the animal kingdom. Bite with the awesome force of a crocodile or T-Rex.
50CP,Cipher,Marvel's Kid Heroes,"You are ﬂuent in every language. This offers
some hidden beneﬁts, your conscious awareness of body
language can give you a leg up in social situations or
predicting attacks, for instance. Fluency in programming
languages helps with computers and while you can’t just read
things that are encrypted, you’re astonishingly good at
deciphering them. Sadly, nothing crazy like understanding the
music of the spheres."
50CP,Crazy Legs,Marvel's Kid Heroes,"Your legs stretch to over sixty feet long! You can decide at any time if you want to stretch only the parts
above or below the knee, or distribute it. You also gain the
skills to balance on stilt-like legs. Great for kicking someone
from the other side of a room or reaching high shelves."
50CP,Fireworks,Marvel's Kid Heroes,"You can shoot little exploding sparkles from
your hands. Great for the Fourth of July, not so much for most
purposes. Could give people burns though, and maybe knock
something over."
50CP,Flight,Marvel's Kid Heroes,"A power every human has wished for at one point,
and yet one of the saddest powers to be the extent of a
superhero’s gifts. You can hover, turn on a dime and on the
straightaways break the sound barrier. You likely leave a
distinctive trail of some kind, ﬂames, rainbows or wisps of a
cloud you ride on.
- Cannonball (-150 cp, discount X-Baby) While ﬂying, you are
encased in a personal forceﬁeld making you virtually
invulnerable. Requires Flight, the entire package is
discounted for X-Babies, to 100 cp."
50CP,Hazmat,Marvel's Kid Heroes,"Your body emits radiation, both in a general
radiance and in focused blasts. Unlike Jennifer Takeda, you can
completely control this power and shut it off without a suit.
You are also immune to harm from radiation, only be careful of
your friends who might not be."
