,,CP Cost,Name,Jumpdoc,Chapter,Description
,,600,Overdrive!,Final Fantasy X,Modus,"There’ll come a time when your normal skills, your normal attacks just won’t be enough – there’ll be an enemy that requires something of the next level in order to be surpassed. Unfortunately, in a world like Spira – fighting is ultimately a necessity for survival...and frankly, you’re very likely to meet an enemy that may push you to pull out a trump card.

An “Overdrive” skill is a trump card of sorts – empowering a skill you already possess to the next level. The ritual to do so isn’t nearly as formal as you might think – it usually involves a very odd routine, something for you to decide – perhaps something to make the “Overdrive” personal to you...even if it results in very strange posing, or some bizarre dance. You’ll have a short span of ten seconds where you can perform this routine, but no other skill will have any effect during this time. Immediately afterwards though, you’ll find that the empowered skill will see a substantial increase in terms of its power and effect.

It isn’t called an Overdrive for nothing you know, but you won’t be able to charge Overdrives back to back – it takes a span of time in between."
,,600,Powerful,Gods of Blood and Powder,Modus,"Whether you are a result of the natural evolution like Privileged Nila, a result of being enhanced through sorcerous forces clashing, such as the fury of a god and the protective wards of a bone-eye like Powder mage Taniel or whether you are much stronger and enhanced than others of your kind through means unknown such as the powerful bone eye Ka Poel, you are now far stronger than you normally should be given your other purchases in this section. Just by being born this way Nila was considered to be the strongest Privileged had seen in 600 years and Taniel was steeled and enhanced through his experience in a way that the god Adom considered him a Predii equivalent of a Powder mage.

This purchase will give you a straight power boost to your sorcerous abilities purchased here and enhance some abilities of yours but not really grant you new abilities or techniques.

-300 For an extra 300cp this power boost will be applied to all magic and sorcery you have or will gain from outside this setting."
,,600,Didn’t Bring a Blood Pack ,Chainsaw Man,Modus,"Requirements and upkeep on the level of drinking blood, sleeping, and it being a full moon are removed from any of your abilities of hellish/demonic origin (and reduced greatly on those that aren’t) as long as they’d be possible for you to fulfill otherwise within the current Jump’s world. If you still manage to fulfill the requirements after the perk does its work then the bonuses you get from them are improved half again and the perk develops. This development allows the perk to work for more and more non-hellish abilities and cover for larger and larger requirements. There is a limit to how well this perk works in a sort of theoretical storage that ticks down as you draw upon resources you don’t have. This “storage” increases in capacity as you use the ability and grow stronger. After that runs out you can choose for it to automatically draw resources from your warehouse/properties to satiate you without going through the normal process."
,,600,There Are Good Devils,Chainsaw Man,Modus,"What’s so great about being feared? You can pick one emotion this Jump’s perks and items are based on instead of fear. You still count as a devil of hellish origin regardless of what you pick. Post-Jump, you can pick one perk each Jump to swap an aspect of around. For example, you could opt for a perk that makes you stronger the faster you are to instead be faster the stronger. The end result can’t be inherently better by itself than what it was before and must be a direct equivalent to the original."
,,600,Wish Granting        ,Fate/Stay Night,Modus,"The unique ability of the Einzbern family and one of the most powerful Sorcery Traits in the world. You've finally gained possession of it. This ability allows one to entirely bypass the need for skill or knowledge of magic, instead using the brute force method of expending vast amounts of magical energy to replace such things. In effect, it allows one to expend magical energy to achieve any possible effect desired. This is limited by the tremendously increased energy costs such effects have when compared to what casting the same effect with the skill and knowledge normally required would cost. These base costs are built on whatever magical system you possess and prefer to use for it, though note that Wish Granting cannot accomplish the completely impossible for your chosen system. If you were using Magecraft as a base, you would not be able to accomplish feats in the purview of True Magic, no matter how much magic you put in. Unlike the average user of this Sorcery Trait, it will apply to any form of magic you possess, rather than just be limited to what is used through your Magic Circuits.

Boosted: Wish Granting has now transformed to something much more like its namesake, the Holy Grail’s wish granting ability. Whilst still capable of all its base functions and capabilities, when being used at the request of an outside, autonomous source, the immense cost of using Wish Granting is severely lessened, thus making even large scale use of Wish Granting a feasible objective when the user is serving as a sort of genie in a lamp. The greater the influence the user has knowingly had over the request of some outsider, the less the cost of making the Wish will drop. 

Boost Requires Demi-Servant/Pseudo Servant to Activate"
,,600,Average One,Fate/Stay Night,Modus,"You're not just some ordinary magician. You're head and shoulders above each of your peers. Magic is like breathing to you. You can easily figure out the mechanics of magecraft you encounter, absorb magical knowledge twice as fast as any other student of your level, find making new spells to be the work of weeks or months instead of years and when you actually get down to casting, your magic is twice as strong as that of any of your peers, while only costing as much as you'd normally use without the boost. You've also got an affinity for the 5 elements. Fire, Earth, Water, Air and Ether. Any spells you use involved with these elements will be a fair bit more effective than usual as well as easier for you to learn. 

Boosted: Average One now makes you one of the foremost prodigies of the modern magical world. You possess thrice as much magical energy as anyone your age should and have a far easier time controlling any of the magical energy you channel. This is not just some quirk of fate however but the result of a Sorcery Trait. Blue Blood Magic Circuits, the innate ability of the mighty Bartholemoi, has come into your hands. Whether you are a lost child of that exalted family or a spiritual thief, the result is that you have thrice as much magical energy and twice as much control as you normally would. 

Boost Requires Demi-Servant/Pseudo Servant to Activate"
,,600,Coalescence,Final Fantasy IX,Modus,"The cycle of life and death is sacred, as Crystals grow with memories, and as the Crystal grows so too do the Eidolons protecting it. A larger planet needs stronger protectors after all. The archives of old mention Eidolons in a form different than those we recognize them in now – surely, this is evolution at work.

You may select up to two summoned creatures. These summoned creatures will remember changes that occur to them while they are summoned, as though they had a template which changes with time. However, their physical form will never be shifted in such a dramatic fashion that they will look completely different from their original. These creatures can also learn skills beyond their fundamental capacity, but this takes a prodigiously long amount of time and effort. It is also generally limited to their same elemental composition.

But power comes at a price – and the ability to retain memories carries with it a large cost. Those creatures you have chosen to bestow this gift upon will remain conjured for less time than normal and cost more to summon."
,,600,"Hearts, Minds, and Souls",Cult of the Lamb,Modus,"A power only known to the gods, now bestowed upon an outsider. Faith in this world is more than an idea, it exists as a quantifiable force that can be detected and in the case of the gods and of yourself, channeled. There is power in prayer, and those that pray to you grant you this power. Faith can be used to enhance the self beyond one’s physical limits, enhance any powers or abilities already utilized by the wielder, and grant inspiration, channeling divine power into mental acuity for a short time. Capture the prayers of your faithfuls, and heaven shall be yours for the taking."
,,600,Bloodlines,Hazbin Hotel/Helluva Boss Pilot,Modus,"Tell me, have you ever wondered why Angel Dust looks like a spider? There’s a funny thing about that: His entire family does. Apparently, it’s symbolic of their web of crime and influence, given that they are a Mafia family. That gives Angel Dust quite a few abilities, such as the capability to have up to six arms out, poison fangs, you get the idea. Or to put it differently: Your power can be shaped by the blood running through your veins, or similar connections at any rate. And you can use that to your advantage now. You may choose one character, though it can’t be an Overlord unless you have the Prince[ss] of Hell origin, to be somehow related to, be it literally by blood, being gifted a fragment of their power, or other means of your choosing, and gain a weaker copy of their abilities you can train up. Doing so though may take a while. "
,,600,Blue Magic,Final Fantasy VIII,Modus,"A curious and obscure ability, you've somehow picked up the ability to learn Blue Magic in your studies. The basic principle is that many monsters possess special magical techniques, often employed through a special body part or organ. You can, with a little research and a complete dissection, learn how these techniques work, and how you may replicate them yourself using magic. What this amounts to is the ability to copy a defeated being's (monster, animal, plant, sapient, etc.) single strongest technique, whether biological or magical in nature, by examining part of their dead body. While this ability has plenty of potential, the single biggest caveat is that these techniques are often true magic, and normal humans just aren't capable of casting true magic except during a Limit Break. This drawback will apply to any Blue Magic learned from creatures in the Final Fantasy 8 world. If you leave this world, however, any techniques learned from creatures outside of it will still function normally barring similar restrictions, no Limit Breaks needed. The best part, though, is that Blue Magic is entirely reproducible and teachable, and though it's quite an advanced subject, any of your students may eventually be taught to wield the techniques you've gained through its use as well, or even Blue Magic itself."
,,600,A System of Your Own ,Solo Leveling,Modus,"After being betrayed by his fellow Monarchs and Rulers alike, the Shadow Monarch sought the help of a powerful magician to help him reincarnate on Earth. What resulted from this collaboration was the magic power known as The System, a powerful ability that allows even the weakest Hunter, barely stronger than a human, to reach the level of the Shadow Monarch in just a few months, by gradually increasing the ‘Player’s’ stats and creating tailored dungeons to gain the more exotic and special sub-abilities of the Shadow Monarch.

In addition to that, the System was able to channel the Shadow Monarch’s magic to create a great variety of items to aid the Player, such as restorative potions or a great variety of weapons. The System also comes with an unlimited storage space in pocket dimension, or ‘Inventory’, where its Player can store all those items for later use, being held in stasis and perfectly preserved. However, one cannot store anything that would be larger than a regular human, nor anything that is fully alive. Sentient or possessed weapons and items are acceptable things to store in your inventory, though. All of these options are accessible through a variety of menus. Not only that, but the System also protects the user from various status effects, such as poisoning, making the user immune to such.

Whether due to the same Magician, or perhaps another entity, you have been bestowed with a very similar, yet more potent ability. While the original System was tailored to just the powers of the Shadow Monarch, the System that you have granted access to will instead be able to be attuned to any ability that you have access to.

Once an ability has been attuned to The System, any usage of your abilities will quickly increase their potency, as will do any kills you make using them, giving you experience and slowly ‘leveling’ you up. You will receive daily quests that will slowly but surely increase your stats, and as you get more proficient with these, you might even unlock sub-skills.

But perhaps its most powerful ability is the creation of personalized individual dungeons. These will draw from the environment and your own memories for their layouts, and the monsters in these dungeons will be taken as copies from either the local populations or from previous jumps. Defeating the bosses of these dungeons will grant you powerful items that will significantly increase said abilities' effectiveness, as well as special skills related to the ability attuned to.

However, you may only attune with a single ability at the time, although you may switch it with another at any time. No other beings will be recognized as Administrator of this System, so you don’t need to fear your abilities being hijacked like The Architect was able to do with Jin-Woo."
,,600,Arch-Demon: King of Evil,Avesta of Black and White,Modus,"You have been chosen by the Truth to play one of the most important roles in this universe: to be one of the heads of the side of evil. That is, you have become part of the weird, violent and dysfunctional family that are the seven Arch-Demons! It seems that you have taken the place of the mysterious Aka Manah, as probably very few would notice the difference in such a case.

The Arch-Demons are the mightiest of the Daeva, beings to whom destroying planets is expected, and you now have that same kind of strength. Not only that, but being the summit of the individualist Daeva, any powers derived from your own will or that enhance yourself are multiplied in potency, such as the Power of Ego or most Commandments.

In this world, Dagravant of similar tendencies to yourself will flock to you, or even new ones will appear molded after your own themes to become your servants. While these aren’t close to a true Household, it wouldn’t do for a true King of Evil to go without minions.

Lastly, as one of the pillars of the Evil faction, whenever you destroy a large portion of the forces of Good, you will feel as if your own momentum in the universal war is increased, making your enemies have a harder time to reorganize and the forces of Evil prosper faster. However, as the Arch-Demons are singular existences compared to the collective mighty of the Wahman Yast, your effects are far less pronounced, needing a much larger kill count for a similar effect. 

In future worlds, you will keep the same effects of the rank of Arch-Demon, and will be invited to join a similar group if it exists."
,,600,The Hero’s Sword: Sensory of the White,Avesta of Black and White,Modus,"Maybe you were once selected to act as a vessel of Ahura Mazda, one of the two sensories of the Truth. Or perhaps, you are a sibling to Quinn, who was made from the corpse of the priestess of the same name and former vessel of Ahura Mazda. Whatever the case, you have gained several of the abilities of the Truth’s sensory for the Good side.

Similar to Quinn, you have the power to collect prayers. In order to accomplish this, you were turned into the equivalent of a telepathic radio platform of a cosmic range, allowing you to receive messages from anywhere in the universe, as well as relaying them or sending your own to any location. This also allows you to read the minds of others by touching them or their blood, even fully synchronizing with the five senses if the opposing party allows it. Be aware that some may resist this effect by their own power, or have a mentality so warped and alien that trying to understand them becomes impossible. Also, you can read memories.

As you gather these prayers, you are able to perform miracles in the same way that the great heroes could. Not only that, but you can also concentrate these prayers into those who gather around you, granting them temporary boosts that may allow exceptional Yatazas, assuming the forces of good are relevant enough at time, to fight against even Special Rank Daeva.

And for the last of your abilities, you are able to turn yourself into a sword, which would require a godly level of strength to be damaged, and thus could also be used to slay even the gods in the right hands.

Finally, due to your special nature, all of these gifts are not tied to the continued existence of the Truth, or her favor."
,,600,Hero’s Will,Fate/Grand Order,Modus,"So long as your will stays strong, so too will your body. The determination to protect your friends will last you out even if your body should be too weak to protect them still. Now your willpower can be used to power or empower your body or abilities, replacing the normal energy used and possibly even empowering it above the normal level of use. However, the greater the cost it would have been on your energy stores and the more power you put in above the normal level, the more strain it will put on your mind and body. Take too much strain on and you may find your mind, body or even soul to start to rip, rupture and tear. Continue to push yourself so far beyond your limits and even having a truly unbreakable will won’t prevent you from dying, though having such a will would allow you to go far, far further with this ability than most.

Boosted: Determination is the bread and butter of every hero. But there is so much more to heroism and life overall than just a steely gaze. Willpower is not the only source you can draw on to empower or power yourself. You are able to utilise every emotion you can feel at the moment, the stronger the emotion the more you can use it for. Much like with willpower however, this will strain you. It is possible to use multiple emotions at once but the amount of pain that would put you through may be too much to bear, provided it pushes you beyond your limits. 

Boost Requires Demi-Servant/Pseudo Servant to Activate"
,,600,Infinite Jumper Works,Fate/Grand Order,Modus,"While the Origin may be the core of being for those in these worlds, you’re just a little different from them, eh Jumper? A little more adaptable. So when you found a secret art, a way to imbue your Origin into your attacks, you were able to make it fittingly adaptable to you. You can imbue any of your powers into your attacks to use them at range or combine their special effects with another method of delivery. A classic example would be combining the ability to create swords with a bullet to create swords from within the bodies of those shot by the bullet. Physical blows could be combined with elemental magic to grant them similar auras and even positive effects, such as healing magic, could be transferred through a quick smack or long ranged attack. A massive increase in adaptability for your methods of combat and abilities, it’s fitting for you Jumper.

Boosted: If you’re so variable, why limit yourself to just attacks? Rather than just combining your powers with your attacks, you are now able to combine each of your powers with each other. Whilst you are only able to combine 2 individual powers together at once, the potential should multiply your utility many times over.

Boost Requires Demi-Servant/Pseudo Servant to Activate"
,,600,Magic of the Ancients,Bibliomania,Modus,"You are now an incredibly powerful and versatile mage, knowing all the magic of the ancient world that resulted in the creation of the being that started this world's apocalypse. While you won’t know the exact method the princess knew to do what she did, you do have the sheer magical versatility and talent to wage a 1 man war against the beast in shear combat capabilities up to the point the beast was originally sealed and as such you can use magic capable of destroying a small skyscraper with barely any effort. You know dozens of types of magic though no Sealing or Literacy magics but you know artificer magics, how to use various elements, transmutation spells and other such magics all with absurd degrees of power and control. This perks also gives you extreme talent when it comes to supernatural powers and energies you get enough that casual effort would see people calling you absurd even by prodigy standards(Like making Minato Namikaze in Naruto look like the average cannon fodder instead of the prodigy he is.). Additionally you naturally have 3 times the energy reserve for all energy types you gain and recover your energies 3 times faster than normal. Control over your energies while not flawless is so efficient you now use 1/5th the energy you’d normally need and can train your control and energy based abilities 5 fold."
,,600,Miraculous Growth,Miraculous Ladybug,Modus,"It is said that the only limits on the Miraculous’ abilities are those that are set by the user themselves. Now, you can use that truth to your advantage. Once per Jump or every 10 years, whichever comes first, you can invent a new ability for your Miraculous. It must have something to do with your Miraculous’ domain. It also can’t be too ridiculous. It’d be nigh impossible to set hard limits in this Perk, so I’ll just ask you to fanwank responsibly. It can't be as good as the Ladybug’s ‘fix everything at the end of the episode’ power though.

Requires Kawami Form or a Miraculous to Purchase"
,,600,Legacy of the Great War,High School DxD,Modus,"While the War was in a time before time, its echoes can still be felt today - the clashing of holy blades against the infernal devils and their fallen cousins, sundering creation whole and laying low the creator God who led the Angels. These blades have since fallen silent, but they have not rusted or waned - and you’re an example of that. You carry a major bloodline or innate power that was passed down from those days, akin to the Bael Clan’s mighty Power of Destruction...or perhaps identical, if you call them kin. In addition to a unique and powerful magic that will be passed down to your own descendents, you have a natural knack and talent in all things related to combat and warfare...without training, you could lay low hundreds of untrained thugs and even duel an experienced warrior bare-handed. And that’s before you train or get your hands on a Sacred Gear. In time, you will bring entire modern armies to their knees with both your magical and martial might, though mind that your mana and stamina are still finite...but that’s fine. A proper leader should lead from the front, don’t you agree?"
,,600,A True Hero,High School DxD,Modus,"Nothing is a greater show of heroism than blood, sweat, and hard work. It doesn’t matter if you hold a Longinus or belong to some ancient bloodline - what matters is that you fight for what you believe in and never give up. Your determination receives an astounding boost - despair and mind control find themselves trying to move a mountain against you, and your body refuses to stay down even if your bones have shattered like glass. Not only does this grit make you harder to put down, but you can apply your own hot-blooded willpower to your magical power, increasing its potency or destructive power with the roaring of your soul. An amateur making an elemental blast could overtake an entire squad of more experienced foes by surprise with such a thing, and with time and training, who knows what you’ll accomplish? One thing is certain - it’s not about what kind of weapon you wield, but the hand that wields it."
,,600,Idiot Hero,High School DxD,Modus,"You absolute madman. You may not be competent or knowledgeable in some areas, but you make up for it with tenacity that outright bends or breaks the rules of ‘how this is supposed to work’. The more insane or dangerous a stunt is - powering magic via fixation on large tracts of land, fighting an enemy with a plugged in toaster, or anything that’s horrendously at odds with the tone of your situation - the more likely that stunt is to succeed. This is enough that if you had, say, the magical power of the Red Dragon Emperor, you could manifest an actual deity based on a concept you really liked. You may not have that, but similar insanity is in your reach - it doesn’t guarantee success, but now as a plan 'stop the endless battle with the power of song, dance, and an army of squirrels' has a non-zero chance of success. This also applies to skills and powers, as the prior example will soon demonstrate in-universe - just note that this can’t always compensate for a lack of training or energy, or at least not for long."
,,600,Custom Technique(600),Jujutsu Kaisen,Modus,"If none of the above options appeal to you, you can always make your own technique. Use the existing techniques listed above as guidelines for determining its price and the power of its effects. A situational cursed technique or one with a lot of limitations would likely only be 200 CP, for example, while one with overwhelming power and versatility would be 800 CP.

May be Purchased Multiple Times"
,,600,Limitless,Jujutsu Kaisen,Modus,"You’re can use Limitless, the cursed technique of the Gojo family. This, in short, is the ability to bring infinity into reality, which in practice functions as a form of space manipulation. In its most basic form, referred to as Infinity, this takes a layer of space surrounding the user’s body and extends it into infinity. Functioning similarly to Zeno’s paradox of Achilles and the tortoise, anything that approaches you gets caught in this space, slowing down as it gets closer until stopping entirely, never actually reaching you. This acts like an impenetrable forcefield surrounding you in practice, with any attacks sent your way being unable to actually hit you. There are some ways, however, to breach this defence: techniques or cursed tools that nullify cursed techniques, effects that bypass space entirely, and attacks that cannot miss, such as from a Domain Expansion, are all known examples.

Limitless isn’t restrained to being used defensively, however: it also has several potent offensive uses. Blue is the amplified form of Limitless, which acts as the ability to attract by manifesting negative distance into reality. The effects of this are broad: it can be used to pull things towards you, tear apart buildings brick by brick, or something as precise as crushing someone’s limbs by affecting several different parts of them with Blue. It doesn’t just have to pull things towards you, either – it can also be used to pull things towards a specific point in space, often manifesting as a blue orb of energy that functions like a black hole that can be moved at-will, or even to pull you towards a specific point in order to act as a form of high-speed movement.

There also exists an inverse form of Blue, known as Red, which requires mastery of reverse cursed technique in order to use. As Blue’s opposite, Red acts instead as the ability to repel. While used in a similar manner to Blue, Red is at least twice as powerful, and often takes the form of a small ball of blood red energy – a direct hit is more than enough to blow a large hole through most things it hits, or at the very least send a target flying for hundreds of metres with enough force to tear apart the entirety of their surroundings.

The most powerful form of Limitless is Hollow Technique: Purple, the fusion of Blue and Red. By combining attraction and repulsion, an imaginary mass is created in the form of a large ball of purple energy, then shot forth. The power of this cannot be understated: while it doesn’t literally erase anything it touches, it might as well do for most matter it comes into contact with, leaving only empty space in its wake. Only those standing at the absolute peak of this world in terms of power and skill, would be able to resist it, and even then not without serious injuries.

There are more uses of Limitless besides these. It can, for instance, be used to teleport the user and anything they’re touching long distances. It has been stated certain conditions are required for this to function, though unfortunately these are currently unknown. The main flaw of Limitless is its complexity: without also possessing the Six Eyes, it’s almost impossible to use effectively due to the immense precision and high energy costs required."
,,600,Living Disaster,Jujutsu Kaisen,Modus,"Your cursed technique embodies some sort of natural disaster, letting you manipulate it with both great power and versatility. The known examples of this kind of technique include Jogo’s pyrokinesis, Hanami’s plant manipulation, and Dagon’s hydrokinesis.You may select one of the above, or choose something entirely different with a similar power level to the examples given below.

Jogo’s pyrokinetic abilities, for example, allowed him to create enormous blasts of flame from his hands capable of burning down vast areas and seriously wounding or killing grade 1 sorcerers. Aside from this, he was also capable of generating small volcanos to emerge from surfaces at a distance and violently erupt; producing fist-sized ‘Ember Insects’ while flew towards a target, attempted to sting them (to unknown effect), then exploded; and even creating an enormous flaming meteor capable of destroying much of Shibuya.

Hanami’s ability, on the other hand, allows for the creation and manipulation of plants with various special abilities. On the simpler end, this can be used to produce various wooden constructs: roots to entangle and throw enemies about; spikes of wood that emerge out of the ground; vast masses of roots the size of a large building; and balls of wood from which branches can emerge mid-flight to skewer those around it. On the more complex end, this can also be used to produce such things as a field of flowers that distracts and disorients those caught in it or buds that drain the cursed energy of whoever they latch onto."
,,600,King of Curses ,Jujutsu Kaisen,Modus,"During the Golden Age of Jujutsu, many sorcerers with power surpassing the vast majority of modern sorcerers called Japan home. There was one, though, who stood above all others as the undisputed strongest in history. Born with a disfigured body uniquely suited for jujutsu sorcery, unsurpassed reserves of cursed energy, and a cursed technique of incredible power, this innate talent alone put him on the path for greatness. You may not share these traits, but there is one area in which you’re his equal: your raw ability with jujutsu.

Due to a combination of natural talent and training, your skill with cursed energy is at the very peak of this world. From fluidly switching between different techniques of yours to using even the most complex of abilities, all of this comes effortlessly to you. Though you don’t have the precision nor efficiency granted by the Six Eyes, it wouldn’t be wrong to say your understanding of cursed energy would be on par with someone who possessed them.

This understanding extends further than just your own cursed energy, though: it also allows you great insight into how others use it, too. Just by witnessing a cursed technique in action you’re able to quickly determine how it functions after just a few moments, letting you figure out its potential strengths and weaknesses. Not only that, but so long as it’s not something innate to the individual, you’ll be able to copy any usage of cursed energy after witnessing it a few times. While you can’t copy cursed techniques with this, if you had the same cursed technique as someone else you’d certainly be able to copy any abilities they’ve developed for it, and if you witnessed someone using reverse cursed technique to heal a burned-out cursed technique, you’d soon be able to do the same even if you previously thought it impossible."
,,600,Flashing Black,Jujutsu Kaisen,Modus,"A Black Flash is a rare phenomenon that all sorcerers are theoretically capable of, but few will ever achieve even once. When a sorcerer applies their cursed energy to a physical attack within a millionth of a second of the impact occurring, their energy becomes dyed black as it explodes outwards (hence the name). The results are dramatic: not only is the strength of the attack increased to the power of 2.5, it also causes the user to temporarily enter a state similar to ‘the zone’, where manipulating cursed energy becomes as easy as breathing. Naturally, this lets them operate at levels beyond their usual limits, at around 120% of their potential, and makes scoring consecutive Black Flashes far more likely.

While you’re not able to perform Black Flashes at-will, you have an incredible amount of skill and natural talent when it comes to manipulating your cursed energy. It would be incredibly simple to mislead your foes with your control, tricking them into thinking you’re doing something else with your energy until the very last moment, and your skill also makes any cursed techniques you possess a fair bit stronger, as you intuitively understand how to use your cursed energy in a more efficient manner. Of course, pulling off Black Flashes is much easier for you than most, to the point that they’re a pretty regular occurrence, and will only become more so with practice. And, in situations where you’re especially focused, such as a fight where your life is at significant risk, you’re practically guaranteed to pull off at least one.

The concept of Black Flashes may also be applied to any other supernatural energies you may possess, too."
,,600,Lone Ranger ,Jujutsu Kaisen,Modus,"Kokichi Muta, better known as Mechamaru, was born with a Heavenly Restriction: a condition where a sorcerer is born with a significant disadvantage compared to their peers, in exchange for great boons elsewhere. While some individuals’ Heavenly Restrictions grant them great physical abilities in exchange for abnormally low levels of cursed energy, his was quite the opposite. Instead of a powerful body, he was born with several missing limbs, and lived in constant pain. In exchange, he gained something no other sorcerer could possess: the ability to use his cursed technique over incredible ranges.

Somehow, though, you have achieved the same feat without having to sacrifice your physical condition in return. While they may not be any more powerful than before, the range of all of your techniques and supernatural abilities have been vastly increased. A technique that could only be used out to a maximum of a few hundred metres before, for instance, would now have a range that would allow you to use it anywhere in Japan with no loss in efficiency. Muta used this to great effect with his Puppet Manipulation technique, allowing him to puppeteer his cursed corpses as if he were right next to them while he remained in a bunker on the other side of the country.

Of course, there is something of a restriction to this, that being the limits of your own perception. While your range may extend for hundreds of miles in theory, if you can’t see something that far away it’s not exactly going to be easy to use your techniques on them. With some creativity, or perhaps a technique that comes with the ability to perceive things at a distance beyond what your own eyes can see, though, this shouldn’t be too much of an issue."
,,600,GENESIS,Final Fantasy VII,Modus,"Evolution becomes a much faster process when other species and living beings have done all of the legwork for you. The original Jenova didn't merely adopt the appearance of her victims' loved ones, but assimilated their beings into her own growing mass. Even Angeal, one of the top members of SOLDIER, exhibited this ability to an extent. By physically touching a living being, you may copy its genetic traits, DNA, and even memories into your own being, adding it to your own body and mind. Should you have some ability to change your appearance and shape, you may turn into a perfect double of that person or creature. Anything tied to the biological form of a living being can become all yours...a man could easily turn into a monster all on his lonesome, with this ability by itself."
,,600,The Planet Answers,Final Fantasy VII,Modus,"Completing the magic trifecta, there is magic that is simply leagues above and beyond even powerful Summon Materia. This is Ultimate Magic, which draws on the full power of the Planet itself or even the surrounding cosmos to bring about either salvation or ultimate destruction. You now have two ways you may invoke this powerful Magic. First, you must simply have enough energy to shift the cosmos to your will to unleash a devastating effect, whether calling down a moon-sized Meteor to kill the very Planet you're on or even pull your enemies into a dimension where a

Supernova is being unleashed. Needless to say, an ordinary human being isn't capable of this power without a fantastic amount of willpower and magical energy, and the destruction it unleashes is nothing short of breathtaking. You are able to create and eventually cast these awesome spells once you have the energy for it, starting with one of your choice: Something akin to Meteor, Supernova, or Holy. Interestingly, you're capable of this even if you normally depend on Materia to use magic in this world, though taking As Natural As Breathing makes it easier for you to learn and master.

The other method is that you may beseech a higher power for aid. A prayer made to the Lifestream could see the Planet itself moving to save both itself and the creatures living within it in its most dire hour, or unleash the great spell Holy that would cleanse the Planet of all threats to itself...whether an impending destructive force or a species actively trying to kill it. This is done at no personal cost to the user, but whether or not aid is given will depend on the disposition of the force you're calling on and how great your need is. A being or entity that is aligned to your interests or goals is more likely to answer you in a crisis than if you called one with no interest in your actions during a moment of mild danger. At the very least, your prayer WILL be heard by whatever you're calling out to, so long as it exists.

If you have 'Wisdom of the Ancients', you may turn any Ultimate Magic you know or have casted at least once into Materia that others can potentially use, though you may set the conditions needed for such to be done yourself. Even when made into Materia, these spells tend to be very draining and costly, but will be a little easier to accomplish otherwise."
,,600,As Natural As Breathing,Final Fantasy VII,Modus,"Well, if you weren't one of the surviving Cetra before, you certainly are now. You know that mention about humans not being able to use magic anymore? That's no longer an issue for you. Not only do you have a natural attunment to the Lifestream and magical energies, but you are able to use Magic and Summoning in this world without Materia. Since learning magic the old-fashioned way has been a dead art for several millennia, this is something you're going to have to figure out on your own. With some effort, you can recreate the effects of various Magic Materia on your lonesome, and eventually create your own spells entirely from scratch so long as they follow the same conventions. Combine electricity and ice magic to make a deadly combination spell? Do-able. Make a spell that makes you and your allies faster while healing you all at the same time? Certainly. Create illusions and unique charm effects? All plausible.

The fun doesn't stop there. Since Materia is just a helpful instruction manual in your hands, any spells you use from Materia enough times, you may eventually learn to cast even if you don't have it equipped anymore. Any special abilities or boosts gained from Materia or magical items will eventually become a permanent part of you, letting you retain special effects or use unique spells without needing to carry the Materia around. The mages of old may not be around anymore, but given enough time, you'll give them one hell of a comeback."
,,600,Temporal Mastery,Legends of Runeterra,Modus,"Icathia may not be anymore, but their magic remains... somewhat. Zilean, the Time Mage, is still around and kicking, apparently wading through time trying to find a way to prevent the Fall of Icathia. He’s not having much success, unfortunately. What matters is that now time magic is at your beck and call. Maybe you’re an unfortunate victim of his experiment, one of his students, or maybe you’re just born with it, but it doesn’t matter. Just be careful, because time magic is dangerous and unpredictable. It’s better if you train hard instead of trying something as ambitious as time travel. You wouldn’t want to accidentally fuck up the entire timeline and cause the destruction of Runeterra, would you?"
,,600,The Power of the Elements,Legends of Runeterra,Modus,"Ixtal is the home of elemental magic, and the people of Ixtal are masters of the practice to this day. You too now share the immense affinity with elemental magic that they possess. Even if you’re not a mage, you will still be able to infuse elemental power in any fighting style you desire. But you may ask, what kind of elemental power? After all, Earth Magic, Fire Magic and Water Magic all are forms of elemental power, no? Well, of course this Perks cover all of them. You may take some time to master all forms of elemental magic, but when you do, your power will be immense."
,,600,Intentional Magic,Inheritance Cycle,Modus,"Nonverbal magic here is ridiculously dangerous in that even the most powerful of magicians (if they know it at all) only use it for low risk spells, unfortunately those are also the smallest of spells. For you see the Ancient Language is not magic in and of itself but instead is a safety measure implemented by the Grey Folk. By using magic nonverbally, you are actually using magic directly with your will. It is faster and more flexible if you have the will and the focus to not be a walking disaster. Fortunately for you, you are now no longer bound by such limitations. You are capable of using magic for the highest level of spells using nothing but your pure will with no risk at all to yourself. You also gain the necessary focus for such a feat, as well a talent at nonverbal magic. This applies to all magics you learn from now on."
